transaction_id,vendor_id,gross_revenue,platform_fee_percentage,variable_tax_percentage,platform_fee_amount,tax_amount,net_payout
TXN-18133,VND-27,2283.52,7.5,10.0,171.26,228.35,1883.91
TXN-18134,VND-04,787.99,2.5,10.0,19.7,78.8,689.49
TXN-18135,VND-16,4925.92,7.5,20.0,369.44,985.18,3571.3
TXN-18136,VND-30,4451.96,2.5,15.0,111.3,667.79,3672.87
TXN-18137,VND-44,3868.0,5.0,20.0,193.4,773.6,2901.0
TXN-18138,VND-30,2086.98,2.5,15.0,52.17,313.05,1721.76
TXN-18139,VND-36,960.04,2.5,10.0,24.0,96.0,840.04
TXN-18140,VND-03,4709.99,7.5,10.0,353.25,471.0,3885.74
TXN-18141,VND-22,2685.14,2.5,20.0,67.13,537.03,2080.98
TXN-18142,VND-49,4269.16,5.0,15.0,213.46,640.37,3415.33
TXN-18143,VND-22,1743.37,7.5,20.0,130.75,348.67,1263.95
TXN-18144,VND-50,1709.68,2.5,15.0,42.74,256.45,1410.49
TXN-18145,VND-50,4928.43,2.5,20.0,123.21,985.69,3819.53
TXN-18146,VND-49,2633.07,7.5,10.0,197.48,263.31,2172.28
TXN-18147,VND-12,746.44,7.5,20.0,55.98,149.29,541.17
TXN-18148,VND-21,1137.39,2.5,15.0,28.43,170.61,938.35
TXN-18149,VND-04,2435.62,2.5,20.0,60.89,487.12,1887.61
TXN-18150,VND-31,260.23,7.5,15.0,19.52,39.03,201.68
TXN-18151,VND-44,2339.54,7.5,20.0,175.47,467.91,1696.16
TXN-18152,VND-31,2123.76,5.0,15.0,106.19,318.56,1699.01
TXN-18153,VND-23,3907.71,5.0,15.0,195.39,586.16,3126.16
TXN-18154,VND-20,1806.96,5.0,15.0,90.35,271.04,1445.57
TXN-18155,VND-15,4913.62,7.5,20.0,368.52,982.72,3562.38
TXN-18156,VND-23,944.81,7.5,20.0,70.86,188.96,684.99
TXN-18157,VND-28,2975.38,7.5,10.0,223.15,297.54,2454.69
TXN-18158,VND-16,494.01,2.5,15.0,12.35,74.1,407.56
TXN-18159,VND-37,3682.63,7.5,10.0,276.2,368.26,3038.17
TXN-18160,VND-21,4974.03,2.5,10.0,124.35,497.4,4352.28
TXN-18161,VND-15,4104.74,7.5,15.0,307.86,615.71,3181.17
TXN-18162,VND-17,2800.73,7.5,10.0,210.05,280.07,2310.61
TXN-18163,VND-50,2449.47,2.5,20.0,61.24,489.89,1898.34
TXN-18164,VND-37,4183.4,7.5,10.0,313.75,418.34,3451.31
TXN-18165,VND-13,4683.07,7.5,20.0,351.23,936.61,3395.23
TXN-18166,VND-19,4946.57,7.5,15.0,370.99,741.99,3833.59
TXN-18167,VND-30,2012.87,5.0,15.0,100.64,301.93,1610.3
TXN-18168,VND-45,4955.04,7.5,15.0,371.63,743.26,3840.15
TXN-18169,VND-18,821.83,2.5,10.0,20.55,82.18,719.1
TXN-18170,VND-14,1305.07,2.5,15.0,32.63,195.76,1076.68
TXN-18171,VND-36,490.63,2.5,15.0,12.27,73.59,404.77
TXN-18172,VND-36,1395.11,7.5,20.0,104.63,279.02,1011.46
TXN-18173,VND-20,3851.29,2.5,10.0,96.28,385.13,3369.88
TXN-18174,VND-19,4271.98,5.0,10.0,213.6,427.2,3631.18
TXN-18175,VND-45,3905.52,2.5,15.0,97.64,585.83,3222.05
TXN-18176,VND-44,3173.78,7.5,10.0,238.03,317.38,2618.37
TXN-18177,VND-07,2594.13,5.0,15.0,129.71,389.12,2075.3
TXN-18178,VND-44,3558.09,2.5,20.0,88.95,711.62,2757.52
TXN-18179,VND-04,1984.63,5.0,10.0,99.23,198.46,1686.94
TXN-18180,VND-34,4214.48,2.5,10.0,105.36,421.45,3687.67
TXN-18181,VND-02,3402.09,7.5,20.0,255.16,680.42,2466.51
TXN-18182,VND-05,3504.13,5.0,10.0,175.21,350.41,2978.51
TXN-18183,VND-10,2702.88,2.5,15.0,67.57,405.43,2229.88
TXN-18184,VND-32,4431.88,2.5,10.0,110.8,443.19,3877.89
TXN-18185,VND-42,1297.47,5.0,10.0,64.87,129.75,1102.85
TXN-18186,VND-41,1936.68,5.0,20.0,96.83,387.34,1452.51
TXN-18187,VND-13,3899.33,5.0,20.0,194.97,779.87,2924.49
TXN-18188,VND-39,2489.11,5.0,15.0,124.46,373.37,1991.28
TXN-18189,VND-05,4451.61,2.5,10.0,111.29,445.16,3895.16
TXN-18190,VND-10,1764.68,2.5,10.0,44.12,176.47,1544.09
TXN-18191,VND-10,1878.18,2.5,20.0,46.95,375.64,1455.59
TXN-18192,VND-38,4449.24,7.5,15.0,333.69,667.39,3448.16
TXN-18193,VND-27,2348.63,5.0,10.0,117.43,234.86,1996.34
TXN-18194,VND-21,2604.82,2.5,15.0,65.12,390.72,2148.98
TXN-18195,VND-08,1697.18,5.0,10.0,84.86,169.72,1442.6
TXN-18196,VND-01,1419.52,5.0,20.0,70.98,283.9,1064.64
TXN-18197,VND-28,3296.95,2.5,20.0,82.42,659.39,2555.14
TXN-18198,VND-49,643.21,5.0,20.0,32.16,128.64,482.41
TXN-18199,VND-39,4402.4,5.0,20.0,220.12,880.48,3301.8
TXN-18200,VND-14,3907.06,5.0,20.0,195.35,781.41,2930.3
TXN-18201,VND-21,994.2,5.0,20.0,49.71,198.84,745.65
TXN-18202,VND-30,3485.4,5.0,15.0,174.27,522.81,2788.32
TXN-18203,VND-21,3033.03,2.5,20.0,75.83,606.61,2350.59
TXN-18204,VND-49,963.45,2.5,15.0,24.09,144.52,794.84
TXN-18205,VND-09,1402.36,5.0,20.0,70.12,280.47,1051.77
TXN-18206,VND-17,2074.48,5.0,10.0,103.72,207.45,1763.31
TXN-18207,VND-05,3511.25,5.0,10.0,175.56,351.12,2984.57
TXN-18208,VND-31,3211.68,7.5,10.0,240.88,321.17,2649.63
TXN-18209,VND-40,2684.56,5.0,15.0,134.23,402.68,2147.65
TXN-18210,VND-38,3853.63,7.5,20.0,289.02,770.73,2793.88
TXN-18211,VND-43,3801.79,7.5,15.0,285.13,570.27,2946.39
TXN-18212,VND-19,3108.4,7.5,20.0,233.13,621.68,2253.59
TXN-18213,VND-36,3945.6,2.5,10.0,98.64,394.56,3452.4
TXN-18214,VND-50,1704.6,7.5,15.0,127.84,255.69,1321.07
TXN-18215,VND-33,4412.19,5.0,20.0,220.61,882.44,3309.14
TXN-18216,VND-13,3093.8,5.0,15.0,154.69,464.07,2475.04
TXN-18217,VND-14,4120.7,2.5,15.0,103.02,618.1,3399.58
TXN-18218,VND-33,2754.08,2.5,10.0,68.85,275.41,2409.82
TXN-18219,VND-29,1131.27,5.0,10.0,56.56,113.13,961.58
TXN-18220,VND-43,2734.93,2.5,10.0,68.37,273.49,2393.07
TXN-18221,VND-49,1887.0,2.5,10.0,47.18,188.7,1651.12
TXN-18222,VND-36,3502.62,7.5,10.0,262.7,350.26,2889.66
TXN-18223,VND-44,2405.18,7.5,20.0,180.39,481.04,1743.75
TXN-18224,VND-10,4188.76,2.5,20.0,104.72,837.75,3246.29
TXN-18225,VND-31,3406.46,5.0,10.0,170.32,340.65,2895.49
TXN-18226,VND-06,3438.49,7.5,10.0,257.89,343.85,2836.75
TXN-18227,VND-01,1124.92,5.0,10.0,56.25,112.49,956.18
TXN-18228,VND-07,4922.04,2.5,15.0,123.05,738.31,4060.68
TXN-18229,VND-27,4216.29,5.0,10.0,210.81,421.63,3583.85
TXN-18230,VND-21,3955.57,5.0,20.0,197.78,791.11,2966.68
TXN-18231,VND-28,1684.57,5.0,20.0,84.23,336.91,1263.43
TXN-18232,VND-16,2701.38,5.0,15.0,135.07,405.21,2161.1
TXN-18233,VND-46,728.66,2.5,20.0,18.22,145.73,564.71
TXN-18234,VND-23,2715.46,2.5,10.0,67.89,271.55,2376.02
TXN-18235,VND-20,772.15,7.5,15.0,57.91,115.82,598.42
TXN-18236,VND-38,2787.54,7.5,15.0,209.07,418.13,2160.34
TXN-18237,VND-25,3261.17,7.5,20.0,244.59,652.23,2364.35
TXN-18238,VND-28,1981.47,7.5,10.0,148.61,198.15,1634.71
TXN-18239,VND-05,2517.8,5.0,10.0,125.89,251.78,2140.13
TXN-18240,VND-21,4384.48,7.5,10.0,328.84,438.45,3617.19
TXN-18241,VND-18,587.39,7.5,15.0,44.05,88.11,455.23
TXN-18242,VND-47,3969.08,5.0,20.0,198.45,793.82,2976.81
TXN-18243,VND-06,895.24,2.5,20.0,22.38,179.05,693.81
TXN-18244,VND-29,231.7,7.5,20.0,17.38,46.34,167.98
TXN-18245,VND-19,968.59,2.5,10.0,24.21,96.86,847.52
TXN-18246,VND-33,3836.96,7.5,15.0,287.77,575.54,2973.65
TXN-18247,VND-01,2055.37,2.5,15.0,51.38,308.31,1695.68
TXN-18248,VND-45,4368.98,7.5,20.0,327.67,873.8,3167.51
TXN-18249,VND-03,2647.3,2.5,20.0,66.18,529.46,2051.66
TXN-18250,VND-42,160.14,2.5,15.0,4.0,24.02,132.12
TXN-18251,VND-21,3597.73,7.5,20.0,269.83,719.55,2608.35
TXN-18252,VND-35,595.65,2.5,15.0,14.89,89.35,491.41
TXN-18253,VND-41,3957.43,7.5,15.0,296.81,593.61,3067.01
TXN-18254,VND-40,882.11,7.5,20.0,66.16,176.42,639.53
TXN-18255,VND-03,1759.96,5.0,15.0,88.0,263.99,1407.97
TXN-18256,VND-25,3818.29,7.5,15.0,286.37,572.74,2959.18
TXN-18257,VND-45,4773.45,7.5,20.0,358.01,954.69,3460.75
TXN-18258,VND-38,1888.6,7.5,20.0,141.65,377.72,1369.23
TXN-18259,VND-45,4155.53,7.5,20.0,311.66,831.11,3012.76
TXN-18260,VND-20,994.42,5.0,15.0,49.72,149.16,795.54
TXN-18261,VND-44,4045.54,5.0,20.0,202.28,809.11,3034.15
TXN-18262,VND-45,3304.6,5.0,20.0,165.23,660.92,2478.45
TXN-18263,VND-34,1004.08,5.0,15.0,50.2,150.61,803.27
TXN-18264,VND-21,1547.39,2.5,15.0,38.68,232.11,1276.6
TXN-18265,VND-48,702.27,7.5,20.0,52.67,140.45,509.15
TXN-18266,VND-23,1945.69,5.0,20.0,97.28,389.14,1459.27
TXN-18267,VND-06,1058.06,7.5,15.0,79.35,158.71,820.0
TXN-18268,VND-13,3237.79,5.0,15.0,161.89,485.67,2590.23
TXN-18269,VND-49,4972.8,7.5,10.0,372.96,497.28,4102.56
TXN-18270,VND-23,109.45,2.5,15.0,2.74,16.42,90.29
TXN-18271,VND-09,2727.55,5.0,15.0,136.38,409.13,2182.04
TXN-18272,VND-17,2889.65,2.5,10.0,72.24,288.96,2528.45
TXN-18273,VND-02,4575.33,2.5,20.0,114.38,915.07,3545.88
TXN-18274,VND-19,2554.73,7.5,10.0,191.6,255.47,2107.66
TXN-18275,VND-19,2741.32,5.0,15.0,137.07,411.2,2193.05
TXN-18276,VND-07,2384.68,2.5,10.0,59.62,238.47,2086.59
TXN-18277,VND-42,1381.08,7.5,10.0,103.58,138.11,1139.39
TXN-18278,VND-42,327.34,7.5,10.0,24.55,32.73,270.06
TXN-18279,VND-20,2072.86,7.5,10.0,155.46,207.29,1710.11
TXN-18280,VND-09,310.33,2.5,10.0,7.76,31.03,271.54
TXN-18281,VND-17,2774.94,7.5,10.0,208.12,277.49,2289.33
TXN-18282,VND-27,1571.1,7.5,20.0,117.83,314.22,1139.05
TXN-18283,VND-47,2691.33,7.5,10.0,201.85,269.13,2220.35
TXN-18284,VND-02,714.77,2.5,10.0,17.87,71.48,625.42
TXN-18285,VND-36,4666.52,7.5,10.0,349.99,466.65,3849.88
TXN-18286,VND-19,4477.88,2.5,10.0,111.95,447.79,3918.14
TXN-18287,VND-17,990.48,7.5,15.0,74.29,148.57,767.62
TXN-18288,VND-05,1750.05,2.5,10.0,43.75,175.0,1531.3
TXN-18289,VND-39,3086.79,2.5,10.0,77.17,308.68,2700.94
TXN-18290,VND-18,523.65,5.0,10.0,26.18,52.36,445.11
TXN-18291,VND-07,1805.11,5.0,20.0,90.26,361.02,1353.83
TXN-18292,VND-17,1293.01,5.0,10.0,64.65,129.3,1099.06
TXN-18293,VND-39,4581.81,2.5,15.0,114.55,687.27,3779.99
TXN-18294,VND-36,4269.93,7.5,20.0,320.24,853.99,3095.7
TXN-18295,VND-40,2920.17,7.5,15.0,219.01,438.03,2263.13
TXN-18296,VND-45,2625.71,2.5,20.0,65.64,525.14,2034.93
TXN-18297,VND-04,4657.09,7.5,20.0,349.28,931.42,3376.39
TXN-18298,VND-38,4665.52,2.5,10.0,116.64,466.55,4082.33
TXN-18299,VND-25,4848.18,7.5,10.0,363.61,484.82,3999.75
TXN-18300,VND-05,670.63,2.5,20.0,16.77,134.13,519.73
TXN-18301,VND-30,844.76,5.0,10.0,42.24,84.48,718.04
TXN-18302,VND-12,3399.85,5.0,10.0,169.99,339.98,2889.88
TXN-18303,VND-04,2730.1,7.5,20.0,204.76,546.02,1979.32
TXN-18304,VND-24,141.41,7.5,20.0,10.61,28.28,102.52
TXN-18305,VND-29,356.78,7.5,15.0,26.76,53.52,276.5
TXN-18306,VND-09,4446.0,7.5,20.0,333.45,889.2,3223.35
TXN-18307,VND-04,4350.91,5.0,15.0,217.55,652.64,3480.72
TXN-18308,VND-24,1818.49,5.0,15.0,90.92,272.77,1454.8
TXN-18309,VND-14,4460.7,2.5,10.0,111.52,446.07,3903.11
TXN-18310,VND-05,2988.69,7.5,10.0,224.15,298.87,2465.67
TXN-18311,VND-18,4039.23,5.0,20.0,201.96,807.85,3029.42
TXN-18312,VND-42,2165.78,2.5,20.0,54.14,433.16,1678.48
TXN-18313,VND-19,611.32,2.5,15.0,15.28,91.7,504.34
TXN-18314,VND-12,2196.95,2.5,15.0,54.92,329.54,1812.49
TXN-18315,VND-18,2313.63,5.0,10.0,115.68,231.36,1966.59
TXN-18316,VND-17,2777.17,2.5,20.0,69.43,555.43,2152.31
TXN-18317,VND-30,572.63,7.5,20.0,42.95,114.53,415.15
TXN-18318,VND-24,4957.44,2.5,20.0,123.94,991.49,3842.01
TXN-18319,VND-11,1258.48,2.5,20.0,31.46,251.7,975.32
TXN-18320,VND-35,1032.83,5.0,10.0,51.64,103.28,877.91
TXN-18321,VND-23,2657.67,2.5,10.0,66.44,265.77,2325.46
TXN-18322,VND-17,2709.18,5.0,15.0,135.46,406.38,2167.34
TXN-18323,VND-01,2227.11,5.0,10.0,111.36,222.71,1893.04
TXN-18324,VND-15,3870.87,7.5,15.0,290.32,580.63,2999.92
TXN-18325,VND-32,2607.44,2.5,10.0,65.19,260.74,2281.51
TXN-18326,VND-09,3067.99,7.5,10.0,230.1,306.8,2531.09
TXN-18327,VND-15,3632.54,7.5,20.0,272.44,726.51,2633.59
TXN-18328,VND-28,173.87,2.5,15.0,4.35,26.08,143.44
TXN-18329,VND-24,2874.69,2.5,15.0,71.87,431.2,2371.62
TXN-18330,VND-35,4426.76,5.0,15.0,221.34,664.01,3541.41
TXN-18331,VND-22,136.07,2.5,10.0,3.4,13.61,119.06
TXN-18332,VND-27,2055.65,5.0,20.0,102.78,411.13,1541.74
TXN-18333,VND-19,4634.83,7.5,10.0,347.61,463.48,3823.74
TXN-18334,VND-45,1798.11,7.5,20.0,134.86,359.62,1303.63
TXN-18335,VND-12,2320.71,5.0,10.0,116.04,232.07,1972.6
TXN-18336,VND-20,4908.63,2.5,15.0,122.72,736.29,4049.62
TXN-18337,VND-01,1036.65,2.5,10.0,25.92,103.66,907.07
TXN-18338,VND-21,373.01,5.0,15.0,18.65,55.95,298.41
TXN-18339,VND-49,4304.14,7.5,20.0,322.81,860.83,3120.5
TXN-18340,VND-45,4348.9,5.0,15.0,217.44,652.33,3479.13
TXN-18341,VND-01,2386.79,2.5,15.0,59.67,358.02,1969.1
TXN-18342,VND-10,2595.33,2.5,15.0,64.88,389.3,2141.15
TXN-18343,VND-47,4187.24,5.0,15.0,209.36,628.09,3349.79
TXN-18344,VND-32,3705.87,2.5,20.0,92.65,741.17,2872.05
TXN-18345,VND-39,1362.49,7.5,10.0,102.19,136.25,1124.05
TXN-18346,VND-22,133.62,5.0,10.0,6.68,13.36,113.58
TXN-18347,VND-18,2424.52,7.5,10.0,181.84,242.45,2000.23
TXN-18348,VND-48,4301.62,7.5,10.0,322.62,430.16,3548.84
TXN-18349,VND-46,4484.38,5.0,15.0,224.22,672.66,3587.5
TXN-18350,VND-32,4783.32,5.0,20.0,239.17,956.66,3587.49
TXN-18351,VND-27,4403.84,2.5,20.0,110.1,880.77,3412.97
TXN-18352,VND-28,2921.22,2.5,10.0,73.03,292.12,2556.07
TXN-18353,VND-18,2250.8,5.0,10.0,112.54,225.08,1913.18
TXN-18354,VND-39,3885.51,5.0,20.0,194.28,777.1,2914.13
TXN-18355,VND-49,3712.12,2.5,20.0,92.8,742.42,2876.9
TXN-18356,VND-29,2713.81,2.5,15.0,67.85,407.07,2238.89
TXN-18357,VND-18,482.27,2.5,20.0,12.06,96.45,373.76
TXN-18358,VND-44,4634.1,5.0,20.0,231.7,926.82,3475.58
TXN-18359,VND-08,2305.23,5.0,15.0,115.26,345.78,1844.19
TXN-18360,VND-31,1848.5,2.5,15.0,46.21,277.27,1525.02
TXN-18361,VND-34,3166.36,7.5,15.0,237.48,474.95,2453.93
TXN-18362,VND-07,3385.5,7.5,20.0,253.91,677.1,2454.49
TXN-18363,VND-36,1092.91,2.5,20.0,27.32,218.58,847.01
TXN-18364,VND-18,4192.85,5.0,20.0,209.64,838.57,3144.64
TXN-18365,VND-38,1485.19,5.0,15.0,74.26,222.78,1188.15
TXN-18366,VND-09,974.09,7.5,20.0,73.06,194.82,706.21
TXN-18367,VND-09,2061.68,2.5,20.0,51.54,412.34,1597.8
TXN-18368,VND-46,3666.27,7.5,15.0,274.97,549.94,2841.36
TXN-18369,VND-08,4829.02,7.5,10.0,362.18,482.9,3983.94
TXN-18370,VND-35,4055.94,2.5,10.0,101.4,405.59,3548.95
TXN-18371,VND-18,4704.72,7.5,20.0,352.85,940.94,3410.93
TXN-18372,VND-05,746.0,5.0,15.0,37.3,111.9,596.8
TXN-18373,VND-14,402.33,7.5,15.0,30.17,60.35,311.81
TXN-18374,VND-28,2810.64,2.5,20.0,70.27,562.13,2178.24
TXN-18375,VND-30,1486.97,5.0,20.0,74.35,297.39,1115.23
TXN-18376,VND-04,4148.87,5.0,10.0,207.44,414.89,3526.54
TXN-18377,VND-39,3376.34,7.5,15.0,253.23,506.45,2616.66
TXN-18378,VND-20,4855.1,5.0,20.0,242.76,971.02,3641.32
TXN-18379,VND-25,1311.22,2.5,15.0,32.78,196.68,1081.76
TXN-18380,VND-28,2454.63,7.5,20.0,184.1,490.93,1779.6
TXN-18381,VND-12,2531.14,5.0,10.0,126.56,253.11,2151.47
TXN-18382,VND-02,1233.93,2.5,20.0,30.85,246.79,956.29
TXN-18383,VND-43,2970.96,7.5,10.0,222.82,297.1,2451.04
TXN-18384,VND-14,2244.27,2.5,10.0,56.11,224.43,1963.73
TXN-18385,VND-22,2261.27,5.0,20.0,113.06,452.25,1695.96
TXN-18386,VND-31,1845.55,7.5,20.0,138.42,369.11,1338.02
TXN-18387,VND-23,133.8,7.5,10.0,10.04,13.38,110.38
TXN-18388,VND-48,2634.37,5.0,15.0,131.72,395.16,2107.49
TXN-18389,VND-20,1709.48,2.5,15.0,42.74,256.42,1410.32
TXN-18390,VND-38,56.53,5.0,10.0,2.83,5.65,48.05
TXN-18391,VND-04,1574.32,7.5,10.0,118.07,157.43,1298.82
TXN-18392,VND-15,1429.21,7.5,20.0,107.19,285.84,1036.18
TXN-18393,VND-24,1997.57,5.0,20.0,99.88,399.51,1498.18
TXN-18394,VND-25,702.67,2.5,10.0,17.57,70.27,614.83
TXN-18395,VND-01,2563.03,5.0,10.0,128.15,256.3,2178.58
TXN-18396,VND-07,3477.58,2.5,15.0,86.94,521.64,2869.0
TXN-18397,VND-31,3169.42,2.5,15.0,79.24,475.41,2614.77
TXN-18398,VND-12,4028.59,7.5,15.0,302.14,604.29,3122.16
TXN-18399,VND-42,2287.44,2.5,10.0,57.19,228.74,2001.51
TXN-18400,VND-05,2619.5,7.5,10.0,196.46,261.95,2161.09
TXN-18401,VND-44,4061.49,2.5,15.0,101.54,609.22,3350.73
TXN-18402,VND-50,2167.12,2.5,15.0,54.18,325.07,1787.87
TXN-18403,VND-42,3522.92,7.5,20.0,264.22,704.58,2554.12
TXN-18404,VND-38,2201.28,2.5,20.0,55.03,440.26,1705.99
TXN-18405,VND-12,2117.79,5.0,10.0,105.89,211.78,1800.12
TXN-18406,VND-39,3813.02,2.5,20.0,95.33,762.6,2955.09
TXN-18407,VND-18,915.44,7.5,10.0,68.66,91.54,755.24
TXN-18408,VND-02,1726.0,7.5,10.0,129.45,172.6,1423.95
TXN-18409,VND-10,1159.65,5.0,10.0,57.98,115.96,985.71
TXN-18410,VND-15,1827.59,2.5,15.0,45.69,274.14,1507.76
TXN-18411,VND-30,1190.36,5.0,20.0,59.52,238.07,892.77
TXN-18412,VND-44,2918.06,2.5,20.0,72.95,583.61,2261.5
TXN-18413,VND-17,4000.95,5.0,20.0,200.05,800.19,3000.71
TXN-18414,VND-04,3943.73,7.5,20.0,295.78,788.75,2859.2
TXN-18415,VND-07,1854.28,7.5,15.0,139.07,278.14,1437.07
TXN-18416,VND-41,4944.36,5.0,20.0,247.22,988.87,3708.27
TXN-18417,VND-31,2989.58,2.5,20.0,74.74,597.92,2316.92
TXN-18418,VND-39,2027.03,2.5,15.0,50.68,304.05,1672.3
TXN-18419,VND-34,4185.92,7.5,20.0,313.94,837.18,3034.8
TXN-18420,VND-06,3662.88,2.5,20.0,91.57,732.58,2838.73
TXN-18421,VND-50,3758.91,5.0,15.0,187.95,563.84,3007.12
TXN-18422,VND-38,1020.89,5.0,15.0,51.04,153.13,816.72
TXN-18423,VND-45,2368.21,2.5,15.0,59.21,355.23,1953.77
TXN-18424,VND-34,4316.05,7.5,15.0,323.7,647.41,3344.94
TXN-18425,VND-44,2544.99,7.5,10.0,190.87,254.5,2099.62
TXN-18426,VND-15,3433.09,7.5,15.0,257.48,514.96,2660.65
TXN-18427,VND-14,2960.27,7.5,20.0,222.02,592.05,2146.2
TXN-18428,VND-06,4219.67,7.5,20.0,316.48,843.93,3059.26
TXN-18429,VND-50,1458.58,5.0,20.0,72.93,291.72,1093.93
TXN-18430,VND-37,2898.6,2.5,20.0,72.46,579.72,2246.42
TXN-18431,VND-50,660.01,5.0,10.0,33.0,66.0,561.01
TXN-18432,VND-32,3466.54,7.5,10.0,259.99,346.65,2859.9
TXN-18433,VND-03,3673.24,7.5,10.0,275.49,367.32,3030.43
TXN-18434,VND-03,262.04,2.5,20.0,6.55,52.41,203.08
TXN-18435,VND-22,3395.17,2.5,20.0,84.88,679.03,2631.26
TXN-18436,VND-22,2102.72,2.5,15.0,52.57,315.41,1734.74
TXN-18437,VND-10,664.28,5.0,15.0,33.21,99.64,531.43
TXN-18438,VND-03,2128.54,2.5,20.0,53.21,425.71,1649.62
TXN-18439,VND-12,1011.45,5.0,15.0,50.57,151.72,809.16
TXN-18440,VND-29,2107.02,7.5,15.0,158.03,316.05,1632.94
TXN-18441,VND-48,1952.48,5.0,20.0,97.62,390.5,1464.36
TXN-18442,VND-17,3705.04,2.5,10.0,92.63,370.5,3241.91
TXN-18443,VND-07,3882.37,5.0,20.0,194.12,776.47,2911.78
TXN-18444,VND-13,3054.79,5.0,20.0,152.74,610.96,2291.09
TXN-18445,VND-02,162.3,5.0,15.0,8.12,24.34,129.84
TXN-18446,VND-04,4658.56,2.5,15.0,116.46,698.78,3843.32
TXN-18447,VND-10,3446.85,5.0,20.0,172.34,689.37,2585.14
TXN-18448,VND-39,219.27,2.5,10.0,5.48,21.93,191.86
TXN-18449,VND-24,4103.22,5.0,20.0,205.16,820.64,3077.42
TXN-18450,VND-17,1041.32,5.0,10.0,52.07,104.13,885.12
TXN-18451,VND-06,2917.14,5.0,10.0,145.86,291.71,2479.57
TXN-18452,VND-19,2359.84,2.5,20.0,59.0,471.97,1828.87
TXN-18453,VND-05,2128.2,2.5,20.0,53.2,425.64,1649.36
TXN-18454,VND-32,4454.08,2.5,20.0,111.35,890.82,3451.91
TXN-18455,VND-10,2214.94,7.5,10.0,166.12,221.49,1827.33
TXN-18456,VND-09,422.95,2.5,15.0,10.57,63.44,348.94
TXN-18457,VND-27,4735.86,5.0,10.0,236.79,473.59,4025.48
TXN-18458,VND-13,4606.65,7.5,10.0,345.5,460.66,3800.49
TXN-18459,VND-19,3437.94,2.5,10.0,85.95,343.79,3008.2
TXN-18460,VND-21,2366.07,2.5,15.0,59.15,354.91,1952.01
TXN-18461,VND-24,509.65,7.5,10.0,38.22,50.96,420.47
TXN-18462,VND-38,3964.2,7.5,10.0,297.32,396.42,3270.46
TXN-18463,VND-04,423.62,2.5,10.0,10.59,42.36,370.67
TXN-18464,VND-24,389.57,7.5,15.0,29.22,58.44,301.91
TXN-18465,VND-35,2710.05,5.0,10.0,135.5,271.0,2303.55
TXN-18466,VND-03,842.63,5.0,15.0,42.13,126.39,674.11
TXN-18467,VND-04,88.26,5.0,15.0,4.41,13.24,70.61
TXN-18468,VND-37,2144.41,2.5,20.0,53.61,428.88,1661.92
TXN-18469,VND-40,729.23,5.0,20.0,36.46,145.85,546.92
TXN-18470,VND-48,844.55,7.5,20.0,63.34,168.91,612.3
TXN-18471,VND-35,430.71,5.0,15.0,21.54,64.61,344.56
TXN-18472,VND-31,1065.21,7.5,20.0,79.89,213.04,772.28
TXN-18473,VND-44,3591.65,5.0,20.0,179.58,718.33,2693.74
TXN-18474,VND-25,4054.19,7.5,20.0,304.06,810.84,2939.29
TXN-18475,VND-40,2290.04,5.0,15.0,114.5,343.51,1832.03
TXN-18476,VND-13,2557.44,5.0,10.0,127.87,255.74,2173.83
TXN-18477,VND-04,211.64,5.0,20.0,10.58,42.33,158.73
TXN-18478,VND-46,393.12,7.5,20.0,29.48,78.62,285.02
TXN-18479,VND-14,1324.96,7.5,20.0,99.37,264.99,960.6
TXN-18480,VND-13,2742.3,5.0,20.0,137.12,548.46,2056.72
TXN-18481,VND-27,3710.78,7.5,15.0,278.31,556.62,2875.85
TXN-18482,VND-06,3044.77,7.5,10.0,228.36,304.48,2511.93
TXN-18483,VND-17,1991.03,2.5,10.0,49.78,199.1,1742.15
TXN-18484,VND-36,635.7,5.0,20.0,31.78,127.14,476.78
TXN-18485,VND-40,3914.83,7.5,10.0,293.61,391.48,3229.74
TXN-18486,VND-49,1850.74,7.5,20.0,138.81,370.15,1341.78
TXN-18487,VND-35,3693.47,7.5,20.0,277.01,738.69,2677.77
TXN-18488,VND-17,2589.25,7.5,10.0,194.19,258.92,2136.14
TXN-18489,VND-41,3706.38,2.5,10.0,92.66,370.64,3243.08
TXN-18490,VND-02,4541.08,7.5,15.0,340.58,681.16,3519.34
TXN-18491,VND-13,4609.1,7.5,20.0,345.68,921.82,3341.6
TXN-18492,VND-02,2698.78,2.5,10.0,67.47,269.88,2361.43
TXN-18493,VND-28,2581.97,5.0,15.0,129.1,387.3,2065.57
TXN-18494,VND-43,1365.11,5.0,10.0,68.26,136.51,1160.34
TXN-18495,VND-26,4682.21,2.5,10.0,117.06,468.22,4096.93
TXN-18496,VND-22,2316.7,5.0,20.0,115.84,463.34,1737.52
TXN-18497,VND-47,681.58,5.0,15.0,34.08,102.24,545.26
TXN-18498,VND-43,2191.89,2.5,20.0,54.8,438.38,1698.71
TXN-18499,VND-03,678.91,7.5,10.0,50.92,67.89,560.1
TXN-18500,VND-35,2537.53,2.5,15.0,63.44,380.63,2093.46
TXN-18501,VND-12,2828.31,2.5,20.0,70.71,565.66,2191.94
TXN-18502,VND-24,1721.89,2.5,15.0,43.05,258.28,1420.56
